patient_id,first_name,last_name,date_of_birth,age,gender,ssn,phone_number,email,address,city,state,zip_code,admission_date,discharge_date,length_of_stay_days,admission_type,department,attending_physician,primary_diagnosis,secondary_diagnosis,medication_1,medication_2,height_cm,weight_kg,bmi,blood_pressure,heart_rate_bpm,temperature_celsius,oxygen_saturation_pct,blood_glucose_mgdl,creatinine_mgdl,hba1c_pct,insurance_provider,insurance_claim_amount_usd,icu_days,readmission_30day_flag,smoker,alcohol_use,discharge_disposition
27860,Jennifer,Taylor,1983-02-17,38,F,572-49-5443,409-418-2132,jennifer.taylor77@aol.com,2007 Elm Ave,Louisville,FL,727XX,2021-04-25,2021-05-18,23,Emergency,Orthopedics,Dr. Green,Hyperlipidemia,Obesity,Prednisone,Metoprolol,178.6,55.4,17.4,100/77,95,39.2,97,265,-999,7.2,Centene,39995.57,4,0,no,Occasional,Rehab Facility
75423,charles,Nguyen,1959-09-13,64,,419-77-4577,605-768-8591,charles.nguyen40@outlook.com,8133 Pine St,Milwaukee,AL,71813,2023-10-11,2023-10-16,5,Routine,Oncology,Dr. Hernandez,Anemia,,Hydrochlorothiazide,,159.5,55.0,21.6,119/98,55,-999,92,300,2.05,5.1,BLUECROSS BLUESHIELD,815.34,2,0,0,Occasional,Rehab Facility
49238,JOHN,Sanchez,1978-08-28,45,F,999-81-2500,315-733-6067,john.sanchez56@hotmail.com,2971 Oak St,San Jose,IL,22855,2024-05-23,2024-05-29,6,Elective,Pediatrics,Dr. Green,Rheumatoid Arthritis,Anemia,Pantoprazole,Aspirin,167.9,120.4 kg,42.7,119/66,82,37.1,93,336,6.59,6.5,Humana,47744.89,5,0,0,None,AMA
75083,Susan,White,,,F,283-65-9050,3333964284,susan.white78@aol.com,8029 Washington St,Louisville,MN,11702,2023-05-05,2023-05-21,16,Emergency,Pediatrics,Dr. Lopez,Osteoarthritis,Type 2 Diabetes,Amlodipine,,187.5,71.2,20.3,166/64,78,40.0,88,,5.39,11.2,Aetna,28749.39,1,1,yes,Heavy,Transferred
84801,Matthew,robinson,1960-02-10,63,F,277-17-6961,721-596-8189,matthew.robinson21@hotmail.com,1697 Elm Blvd,San Francisco,WI,57588,2023-12-13,2024-01-04,22,Transfer,General Medicine,Dr. Baker,Migraine,Atrial Fibrillation,Metoprolol,Aspirin,160.4,83.4,32.4,164/103,,39.0,95,162,3.74,6.0,Aetna,10270.86,3,0,1,Occasional,Home
72763,Anthony,Moore,1966-04-26,54,F,771-59-7308,833-465-5343,,3910 Pine Way,Baltimore,VA,55727,2020-05-20,2020-06-12,23,Transfer,Cardiology,Dr. Scott,Anemia,Anxiety Disorder,Lisinopril,Omeprazole,152.3,77.5,33.4,140/91,94,,100,205,6.02,8.7,Kaiser Permanente,20893.02,2,0,no,N/A,Rehab Facility
34705,,Williams,,,F,146-28-7678,569-728-4775,emily.williams69outlook.com,3375 Cedar Blvd,Charlotte,MD,92790,2022-04-05,2022-04-15,10,Elective,Orthopedics,Dr. Torres,Rheumatoid Arthritis,Appendicitis,Warfarin,,,63.8,27.9,125/65,99,39.2,99,N/A,6.79,6.8,BlueCross BlueShield,21425.58,3,0,,Heavy,AMA
70487,Margaret,,1957-08-11,63,F,802-33-7715,(232) 390-8656,margaret.garcia4@outlook.com,7090 Park St,Jacksonville,TN,79187,2020-08-24,2020-09-21,28,Emergency,Psychiatry,Dr. Davis,Coronary Artery Disease,,Pantoprazole,Amlodipine,190.0,83.0,23.0,124/105,117,39.4,88,,5.52,10.9,United Health,20708.63,1,1,Former,Occasional,Discharged to SNF
63013,Sandra,King,1978-05-03,42,M,986525665,906-894-1118,sandra.king38@hotmail.com,3027 Lake St,San Francisco,IL,91289,2020-12-30,2021-01-01,2,Emergency,General Medicine,Dr. Mitchell,Sepsis,,Amlodipine,Pantoprazole,180.6,70.6,21.6,124/92,51,38.1,100,249,3.97,7.9,UNKNOWN,68403.24,2,0,0,Moderate,AMA
91174,John,Rodriguez,1954-04-05,,F,220-55-5508,261-384-8584,john.rodriguez27@yahoo.com,9983 Elm Ave,Philadelphia,FL,13375,2020-04-26,2020-05-23,27,Emergency,ICU,Dr. King,Asthma,Anxiety Disorder,Metformin,,159.9,126.5,49.5,111/75,101,39.9,91,85,3.8,9.8,Aetna,56633.46,1,0,Former,None,Rehab Facility
53189,David,young,1949-06-01,72,f,***-**-9617,000-000-0000,david.young44@hotmail.com,879 Lake St,Dallas,NY,87561,2022-03-15,2022-04-12,28,Urgent,Pediatrics,Dr. Allen,UTI,Alzheimer's Disease,Amoxicillin,,158.5,88.8,35.3,125/68,62,36.7,93,256,5.35,10.2,Anthem,38819.28,2,0,0,Moderate,Home
53599,mark,Roberts,2003-11-10,15,F,971-46-5068,694-810-8699,mark.roberts79@gmail.com,4670 Elm Blvd,New York,TN,12231,2019-07-04,2019-07-26,22,Transfer,ICU,Dr. Nelson,Sepsis,Pneumonia,Sertraline,Warfarin,,83.4,24.5,153/77,73,39.5,89,134,2.13,,Aetna,37373.85,3,0,1,None,Transferred
58210,Patricia,brown,1949-04-05,74,F,671-94-4517,408-581-8924,patricia.brown90@outlook.com,9184 Hill Blvd,New York,IN,64363,2023-07-27,2023-08-26,30,Emergency,Emergency,Dr. Baker,Parkinson's Disease,,Prednisone,,166.4,92.2,33.3,135/82,93,37.5,94,165,7.69,7.8,BlueCross BlueShield,25317.91,4,0,1,,Transferred
PT-13203,Jennifer,MILLER,1973-05-10,50,F,102-95-4869,000-000-0000,jennifer.miller67@yahoo.com,8722 Hill Ave,Denver,TX,95836,2024-03-10,2024-03-17,7,Elective,Cardiology,Dr. Wright,Stroke,,Insulin Glargine,Warfarin,157.8,,23.6,94/99,80,39.8,94,194,4.25,4.4,Medicaid,21495.36,3,0,yes,Moderate,Rehab Facility
95354,Sarah,Flores,1982-07-23,40,M,438-65-7608,518-869-3362,SARAH.FLORES26@AOL.COM,6208 Hill Way,Philadelphia,CA,46588,2022-12-23,2023-01-19,27,Transfer,Neurology,Dr. Nelson,Hypertension,UTI,Hydrochlorothiazide,,173.7,101.4,,122/84,77,38.3,99,,2.37,11.3,Medicaid,35846.31,4,0,0,Occasional,Home
64221,Patricia,taylor,1986/09/22,34 yrs,F,494-81-1034,255-561-6526,patricia.taylor9@yahoo.com,7848 Washington Blvd,Las Vegas,CO,,2021-08-31,2021-09-16,16,Emergency,ICU,Dr. Thompson,Appendicitis,,Amoxicillin,,167.3,,40.4,176/109,N/A,38.7,100,260,,8.1,United Health,39952.39,3,0,yes,Moderate,Transferred
23275,THOMAS,Gonzalez,1968-08-30,49,M,309-80-2569,2016111664,THOMAS.GONZALEZ96@AOL.COM,8046 Main St,Las Vegas,TX,90688,2018-07-23,2018-08-10,18,Urgent,ICU,Dr. White,Osteoarthritis,,Amoxicillin,,181.9,87.6,26.5,,76,,97,94,6.35,5.2,Medicare,76565.25,2,0,,,Deceased
66112,Sandra,jackson,1952-07-21,N/A,female,189-32-7779,635-621-6757,sandra.jackson51@gmail.com,6582 Oak Dr,San Diego,GA,33007,2019-03-22,2019-04-04,13,Elective,Orthopedics,Dr. Sanchez,Osteoarthritis,Hypertension,Warfarin,Gabapentin,159.1,,33.2,147/75,69,37.0,97,N/A,3.83,6.2,Kaiser Permanente,29092.44,3,0,Unknown,Heavy,Home
88489,Brian,ANDERSON,1956-10-31,67,M,823-77-4722,,brian.anderson23@outlook.com,8657 Elm Rd,Charlotte,NC,99575,2024-06-10,2024-07-06,26,Emergency,Pediatrics,Dr. Wright,Migraine,Chronic Kidney Disease,Prednisone,,166.7,90.0,32.4,179/80,103,39.3,95,,1.91,11.7,,6315.63,5,0,0,None,Transferred
44543,James,mitchell,1998-01-09,,F,967-79-7129,589-741-2776,james.mitchell59@outlook.com,604 Elm Ln,Fort Worth,MA,893XX,2019-08-24,2019-08-28,4,Urgent,Neurology,Dr. Roberts,Chronic Kidney Disease,Alzheimer's Disease,Albuterol,Prednisone,155.0,60.6,25.2,,78,39.7,98,310,1.19,9.8,Aetna,83397.18,1,0,N,,Deceased
53784,Matthew,White,1941-12-04,81 yrs,m,950-90-7275,957-266-2987,matthew.white72@outlook.com,328 Oak St,Milwaukee,OK,77178,2023-07-31,2023-08-28,28,Transfer,General Medicine,Dr. Brown,Sepsis,Hyperlipidemia,Warfarin,Prednisone,N/A,118.9,42.3,172/80,73,38.3,N/A,280,0.7,5.2,Centene,24019.57,5,0,Yes,Occasional,Home
PT-62590,Joshua,White,1984-01-14,39,F,901-95-3862,560-245-1798,joshua.white64@hotmail.com,4353 Lake Dr,Indianapolis,AZ,23872,2023-01-16,2023-01-23,7,Routine,General Medicine,Dr. Lewis,Appendicitis,Osteoarthritis,Pantoprazole,,175.3,54.5,17.7,111/69,-999,,N/A,305,6.48,10.6,Medicare,61926.29,1,0,,Occasional,Transferred
85750,Kimberly,Torres,,-999,M,588574803,441-537-6431,kimberly.torres23@outlook.com,9802 Pine Way,Philadelphia,NY,32500,2018-12-31,2019-01-19,19,Transfer,Pediatrics,Dr. Mitchell,Pneumonia,Obesity,Aspirin,Amlodipine,160.8,48.2,18.6,121/108,10,37.6,90,333,6.48,10.5,United Health,34573.02,1,1,Y,None,Discharged to SNF
96529,William,  Nelson  ,1947-01-28,76,F,151-89-5451,7272354081,william.nelson49@aol.com,5773 Washington Ave,El Paso,MA,589XX,2023-02-22,2023-03-04,10,Transfer,Emergency,Dr. Johnson,Sepsis,,Losartan,Warfarin,-999,62.5,19.5,179/64,92,36.1,97,142 mg/dL,7.25,,Medicare,83012.61,4,0,N,,Transferred
19306,Barbara,Carter,1994-11-03,30,M,758-21-7750,493-903-3643,barbara.carter50yahoo.com,5298 Pine Dr,Jacksonville,OR,49569,2024-12-24,2025-01-14,21,Elective,Orthopedics,Dr. Torres,COPD,,Metoprolol,Albuterol,193.7,72.3,19.3,154/100,,38.0,91,223,3.94,7.6,Medicaid,53142.11,2,0,no,None,Rehab Facility
20091,robert,TAYLOR,1949-09-20,72,M,,4763244141,robert.taylor28@yahoo.com,203 Maple Ln,Fort Worth,WA,,2022-05-22,2022-05-29,7,Emergency,Emergency,Dr. Campbell,Anxiety Disorder,Sepsis,Atorvastatin,,150.0,59.5,26.4 ,103/91,58,36.2,97,242,3.77,10.0,Anthem,10350.4,3,0,1,,Rehab Facility
57424,david,Clark,1957-01-02,67,F,615-75-9529,6006126963,david.clark80hotmail.com,8888 Maple Dr,Portland,TX,81271,2024-07-05,2024-07-09,4,Routine,Pediatrics,Dr. Hall,COPD,Sepsis,Amlodipine,,190.8,115.5,31.7,93/66,55,38.5,96 %,224,5.76,7.9,Kaiser Permanente,80726.31,3,0,Unknown,,Transferred
11621,Betty,Walker,2005-12-02,,M,130-49-3205,833-949-4242,betty.walker84@aol.com,6990 Washington Dr,El Paso,TN,80157,2020-10-28,2020-11-10,13,Elective,Cardiology,Dr. Johnson,Depression,,Pantoprazole,Aspirin,195.0,58.4,15.4,130/75,82,38.1,95,90,6.6,8.3,Aetna,3856.1,3,0,yes,Occasional,Transferred
87674,brian,  Lopez  ,1978-12-21,41,M,766-64-9453,221-689-1650,brian.lopez36@yahoo.com,5772 Park Way,Dallas,CT,952XX,2020-08-16,2020-09-04,19,Transfer,Oncology,Dr. Baker,Appendicitis,,Clopidogrel,Furosemide,154.7,,38.4,155/96,98,39.9,98,155,6.33,8.1,Aetna,69842.28,4,0,No,N/A,Deceased
69777,James,Lee,1951-03-28,,Female,293-14-6364,827-268-6751,JAMES.LEE38@GMAIL.COM,5807 Oak Rd,San Diego,AZ,86262,2018-10-17,2018-10-25,8,Routine,ICU,Dr. Carter,Epilepsy,Chronic Kidney Disease,Metformin,Aspirin,-999,66.9,19.5,135/77,70,38.3,93,121,1.97,11.6,Aetna,57328.31,2,0,Y,N/A,Discharged to SNF
38374,Emily,  Flores  ,1947-03-12,75,M,875734562,2722896010,emily.flores78yahoo.com,265 Lake Ln,Albuquerque,FL,412XX,2022-12-13,2022-12-16,3,Emergency,Orthopedics,Dr. Wright,Rheumatoid Arthritis,,Albuterol,,188.7 cm,,28.8,130/68,65,-999,99,232,7.61,7.8,Centene,75588.4,3,0,No,,Home
94086,James,Wilson,1965-04-04,,M,121-47-7473,201-267-1196,james.wilson81@hotmail.com,3841 Elm Blvd,Phoenix,OH,24486,2024-05-15,2024-06-04,20,Elective,Emergency,Dr. Ramirez,Anxiety Disorder,Anemia,Prednisone,,162.6,99.8,37.7,122/73,89,36.4,94,254,1.0,4.4,United Health,58351.45,0,0,1,Occasional,Deceased
26881,Kenneth,Hernandez,1991-06-22,29,M,216781501,710-792-7598,kenneth.hernandez40@gmail.com,1753 Elm Dr,El Paso,CO,42502,2020-07-03,2020-07-23,20,Emergency,Pediatrics,Dr. Martin,Anxiety Disorder,Sepsis,Losartan,Amlodipine,171.4,,16.4,165/76,114,,89,303,6.71,6.0,Cigna,56411.53,4,0,,Occasional,Transferred
55398,Timothy,Williams,1959-08-26,61,F,238-23-1512,(958) 239-8463,timothy.williams18@gmail.com,5085 Park Way,Memphis,CA,46337,2021-08-02,2021-08-11,9,Emergency,Neurology,Dr. Johnson,Asthma,COPD,Sertraline,,191.3,,28.7,148/89,114,N/A,,N/A,5.33,12.1,Kaiser Permanente,57002.32,5,0,no,,Transferred
30582,  Mary  ,  Robinson  ,1999-03-06,22,M,917-39-9411,3036758246,mary.robinson80@aol.com,9395 Maple Blvd,Nashville,UT,75563,2021-04-18,2021-04-26,8,Elective,Neurology,Dr. Allen,Rheumatoid Arthritis,COPD,Sertraline,,187.8,N/A,28.6,,82,39.2,88,179,5.29,4.5 %,Aetna,9396.34,2,1,N,Moderate,Home
PT-99473,Christopher,Garcia,2001-10-18,19,M,***-**-4340,254-233-6906,christopher.garcia17yahoo.com,4339 Maple Rd,Austin,MN,19881,2021-09-16,2021-09-23,7,Routine,Neurology,Dr. Clark,Hypothyroidism,Anemia,Albuterol,Furosemide,153.3,73.6,31.3,98/67,53,36.1,88 %,320,1.27,10.6,HUMANA,57095.96,1,1,No,N/A,Home
23954,RICHARD,Rodriguez,1998-12-07,,f,607-50-1746,709-933-9330,RICHARD.RODRIGUEZ12@AOL.COM,7391 Cedar Blvd,Albuquerque,CT,99931,2021-06-27,2021-06-29,2,Urgent,ICU,Dr. Taylor,Obesity,Depression,Omeprazole,,166.7,64.5,23.2,97/104,92,36.7,96,85,3.02,12.3,Medicare,41791.51,1,0,,Occasional,Deceased
95404,Thomas,Johnson,1992-04-14,26,F,358-69-1509,(650) 777-3348,thomas.johnson51@yahoo.com,1707 Park Blvd,Albuquerque,MN,57260,2019-02-17,2019-02-22,5,Transfer,Orthopedics,Dr. Baker,Atrial Fibrillation,,Hydrochlorothiazide,Losartan,166.2,113.8,41.2,115/98,61,36.2,97,183,1.56,9.7,BlueCross BlueShield,55347.67,1,0,Unknown,,Transferred
69823,Amanda,Jackson,2005-01-20,15,M,518-44-1498,984-882-5534,amanda.jackson6@hotmail.com,6007 Oak St,Boston,NJ,61044-0000,2020-03-01,2020-03-25,24,Elective,Psychiatry,Dr. Hernandez,COPD,Hyperlipidemia,Clopidogrel,,154.8,64.4,26.9,177/77,70,39.9,94,136,4.07,4.9,Kaiser Permanente,1053.45,0,0,Yes,Heavy,Deceased
69874,Melissa,Nguyen,1986-08-27,N/A,Unknown,494-82-7269,N/A,melissa.nguyen9@hotmail.com,1826 Main Blvd,Dallas,TN,56723,2020-06-03,2020-06-23,20,Urgent,General Medicine,Dr. Flores,COPD,,Prednisone,Atorvastatin,193.1,55.2,,152/88,58 bpm,39.6,98,198,7.65,10.3,Cigna,3062.14,4,0,yes,Occasional,Home
00078876,Mary,Scott,1994/07/02,24,F,930-89-9455,938-675-6747,mary.scott15@outlook.com,485 Cedar Ave,Louisville,MA,57287,2018-08-29,2018-09-14,16,Urgent,Oncology,Dr. Campbell,Atrial Fibrillation,,Pantoprazole,Lisinopril,157.0,109.0,44.2,,91,39.1,90,,2.07,11.3,UNKNOWN,24414.3,3,0,no,None,Home
42519,Lisa,,1951/06/24,71,MALE,598-59-5272,(878) 398-5847,lisa.miller78@yahoo.com,1747 Washington Way,Austin,CT,85234,2022-12-30,2023-01-05,6,Routine,Surgery,Dr. Mitchell,Epilepsy,Rheumatoid Arthritis,Insulin Glargine,,181.0,48.3,14.7,118/101,91,38.7,99,,7.3,5.3,Anthem,76077.37,0,0,Y,,Deceased
24354,  Thomas  ,Thomas,NULL,30,F,703271822,992-996-4613,thomas.thomas86@yahoo.com,8132 Oak Ave,Jacksonville,OH,715XX,2023-11-07,2023-11-12,5,Transfer,Emergency,Dr. Nguyen,Osteoarthritis,Coronary Artery Disease,Metoprolol,Omeprazole,162.2,45.2,6.9,115/84,115,,100,,7.89,12.1,BlueCross BlueShield,47191.88,1,0,No,Moderate,Deceased
42229,George,Wright,1951-03-20,73,,***-**-8293,232-252-5551,george.wright94@aol.com,7999 Pine Blvd,Milwaukee,AL,20399,2024-08-06,2024-08-23,17,Urgent,General Medicine,Dr. Martin,Atrial Fibrillation,Anemia,Atorvastatin,Hydrochlorothiazide,180.6,129.8,39.8,146/61,,N/A,92,263,1.24,6.5,Medicare,37398.02,1,1,Yes,N/A,AMA
99921,Emily,Hernandez,1958-05-21,62,M,899-54-7879,000-000-0000,emily.hernandez47@hotmail.com,6224 Washington St,Indianapolis,AL,244XX,2020-06-15,2020-07-04,19,Urgent,ICU,Dr. Young,Depression,Pneumonia,Prednisone,Prednisone,185.3,,13.5,105/73,67,-999,99,209,7.61,6.3,Medicaid,58435.08,0,0,Unknown,Heavy,AMA
18129,ashley,martinez,1987-06-24,32,female,760-77-8074,902-482-1568,ashley.martinez8@outlook.com,6798 Washington Ave,Austin,IL,72777,2019-07-05,2019-07-24,19,Elective,Orthopedics,Dr. Thomas,UTI,,Metoprolol,Atorvastatin,183.3,57.0,5.2,179/95,N/A,,97,344,4.01,10.1,BlueCross BlueShield,16891.36,2,0,Yes,None,Deceased
78587,Sandra,Rivera,1991-04-22,32,M,547-95-5101,N/A,sandra.rivera19@hotmail.com,753 Oak Ln,Albuquerque,WA,99458,2024-02-16,2024-02-23,7,Elective,Orthopedics,Dr. Sanchez,Sepsis,Chronic Kidney Disease,Warfarin,,164.8,127.4,N/A,169/87,-999,36.8,96,251,,10.7,Humana,54057.84,3,1,Unknown,,Deceased
91284,  Kevin  ,Robinson,1951-05-31,66,M,840-44-7833,905-387-3465,kevin.robinson5@gmail.com,6686 Cedar Rd,Charlotte,NJ,61208,2018-02-06,2018-02-13,7,Urgent,Surgery,Dr. Garcia,Hyperlipidemia,Migraine,Furosemide,,,110.9,45.7,171/64,85,,94,,6.7,11.3,Cigna,62336.53,1,0,no,None,Discharged to SNF
42342,Mary,Rodriguez,1997-05-21,26,F,232-72-8777,844-858-4614,mary.rodriguez63@outlook.com,7223 Washington St,San Jose,NJ,56477,2024-05-03,2024-05-23,20,Urgent,Neurology,Dr. Lopez,Anemia,,Furosemide,,163.6,112.0,41.8,169/60,62,N/A,98,238,5.77,6.2,KAISER PERMANENTE,26693.7,1,0,N,Heavy,AMA
30656,,,1994-12-30,26,F,713-41-6941,522-673-2434,charles.lewis37@yahoo.com,1468 Washington Rd,Las Vegas,KY,21046,2021-09-15,2021-10-02,17,Urgent,ICU,Dr. Taylor,COPD,Type 2 Diabetes,Hydrochlorothiazide,Levothyroxine,181.7,115.7,,,55,39.7 C,99,126,1.61,8.0,UNKNOWN,825.77,4,0,yes,Heavy,Discharged to SNF
76664,Michael,Brown,1980-01-06,-999,M,390-61-7056,764-623-2975,michael.brown62@yahoo.com,7578 Main Ave,Austin,MN,82448,2024-02-12,2024-02-23,11,Routine,Pediatrics,Dr. Roberts,Depression,,Warfarin,Albuterol,183.8,N/A,6.8,97/102,67,38.9,94,313,7.49,12.0,Medicaid,30388.25,1,0,No,Moderate,Deceased
63336,Betty,mitchell,1968-03-28,51,F,,696-606-7770,betty.mitchell6hotmail.com,7040 Pine Ave,Philadelphia,MI,19186,2019-09-21,2019-09-27,6,Elective,Cardiology,Dr. Flores,Type 2 Diabetes,,Aspirin,,178.7,52.5,16.4,113/68,-999,37.9,97,258,6.79,5.8,Medicare,13619.09,0,0,yes,Moderate,Home
89096,Sandra,Baker,1959-01-21,62,M,796-82-6067,415-730-7692,sandra.baker65@yahoo.com,269 Lake Blvd,Fort Worth,AL,99427,2021-04-19,2021-05-14,25,Elective,Oncology,Dr. Lee,Anxiety Disorder,Anxiety Disorder,Warfarin,,194.0,,23.4,141/87,98,38.8,91,290,7.47,11.4,Medicaid,32637.27,3,0,1,N/A,Discharged to SNF
23809,Matthew,Allen,1993-10-13,28,F,360-12-5027,896-977-6901,matthew.allen11@aol.com,5309 Washington Way,Portland,WI,65999,2022-05-02,2022-05-05,3,Emergency,Psychiatry,Dr. Mitchell,Asthma,,Sertraline,,186.6,77.8,22.3,156-104,110,38.5 C,90,,7.79,N/A,Aetna,46507.15,1,0,yes,Moderate,AMA
33642,Richard,Thomas,1948-12-01,73,F,595-33-1572,315-387-6696,richard.thomas78@gmail.com,7480 Park Rd,Boston,FL,42097,2022-01-30,2022-02-04,5,Emergency,ICU,Dr. Perez,Anxiety Disorder,UTI,Metformin,,,102.7,31.4,90/97,N/A,36.2,91,132,4.62,12.2,,54483.18,0,0,yes,Occasional,AMA
28432,  Kevin  ,Campbell,1962-10-31,,M,991373915,471-914-2246,KEVIN.CAMPBELL70@YAHOO.COM,5740 Maple Rd,Las Vegas,MN,28197,2018-08-07,2018-08-09,2,Transfer,Pediatrics,Dr. Hernandez,Anemia,Osteoarthritis,Omeprazole,Lisinopril,174.5,106.8,35.1,162/101,76,37.5,,76,0.69,11.8,Cigna,9938.92,0,0,0,N/A,Transferred
00032188,Jennifer,WALKER,1955-05-09,63,F,427-10-9644,4657136241,jennifer.walker21@aol.com,8019 Park St,Tucson,AZ,48169,2018-06-17,2018-07-07,20,Elective,General Medicine,Dr. Sanchez,Hyperlipidemia,Stroke,Gabapentin,,188.6,69.0,19.4,136/110,-999,36.3,,245,0.71,6.9,BLUECROSS BLUESHIELD,62509.19,4,0,no,N/A,Home
24147,Matthew,WRIGHT,1962-12-07,55,M,784-60-5448,753-560-8207,matthew.wright73@outlook.com,3199 Oak Ave,Columbus,MO,76874,2018-04-24,2018-05-08,14,Transfer,Surgery,Dr. Davis,Obesity,Anemia,Amoxicillin,,177.8,48.4,5.9,141/80,110,39.3,,109,5.89,8.1,Anthem,58360.53,5,0,,None,Rehab Facility
50163,Kevin,Wilson,1981-11-13,36,M,702-92-3991,744-474-9587,kevin.wilson73@aol.com,5911 Lake Dr,Dallas,KY,72167,2018-06-14,2018-06-19,5,Elective,Pediatrics,Dr. Johnson,COPD,COPD,Amoxicillin,Losartan,194.3,126.4,33.5,154/70,67,36.8,90,100,5.13,7.2,Medicare,75852.8,1,0,,Occasional,Rehab Facility
96705,,Thomas,1982-06-18,38,F,300-42-6625,381-625-4469,joseph.thomas52yahoo.com,2982 Cedar Ave,Charlotte,MO,79229,2020-10-16,2020-10-27,11,Elective,Neurology,Dr. Miller,Osteoarthritis,Depression,Gabapentin,,192.3,98.6 kg,26.7,103/86,81,N/A,92,138 mg/dL,N/A,7.6,Humana,17686.1,2,0,1,Moderate,Home
74371,Steven,Lewis,1974-10-03,46,M,162-69-6178,322-467-7038,steven.lewis84@gmail.com,4555 Park Ln,Milwaukee,GA,79341,2021-03-26,2021-04-01,6,Emergency,Surgery,Dr. Garcia,COPD,Hyperlipidemia,Lisinopril,,182.8,72.5,21.7,169/99,113,,100,130,3.2,11.7,United Health,22476.37,3,1,Former,Moderate,Home
87979,Barbara,Jones,1967-10-08,57,F,102-27-4129,283-625-1722,barbara.jones1@hotmail.com,7875 Maple Ln,Tucson,PA,16907,2024-10-22,2024-10-26,4,Transfer,Pediatrics,Dr. Martinez,Sepsis,Stroke,Albuterol,Amlodipine,181.5,48.1,14.6,144/64,84,37.4,,122,1.31,5.5 %,Anthem,33548.85,1,0,Y,None,Deceased
79895,Christopher,Mitchell,1991-12-05,30,F,775-86-9759,413-599-8267,christopher.mitchell56@gmail.com,1634 Main Blvd,Las Vegas,MI,714XX,2022-02-17,2022-02-23,6,Elective,Cardiology,Dr. Thomas,UTI,,Gabapentin,Pantoprazole,164.6,85.0,31.4,152/104,114,,93,230,4.24,N/A,BLUECROSS BLUESHIELD,65723.92,0,0,Y,Heavy,Deceased
48137,MARY,Rodriguez,1967-11-19,53,F,564-85-6420,238-657-7837,mary.rodriguez88@hotmail.com,3662 Park Way,Albuquerque,MA,52302,2021-03-16,2021-04-15,30,Transfer,ICU,Dr. Robinson,Obesity,Alzheimer's Disease,Furosemide,Omeprazole,163.2,87.6,32.9,167/100,101,37.3,100,211,5.31,8.2,United Health,14910.0,2,0,,N/A,Transferred
90813,Patricia,Scott,1986-05-20,35,F,306-96-8898,584-922-5057,patricia.scott43@yahoo.com,1153 Pine Ave,Charlotte,MI,90612,2021-10-22,2021-10-21,-1,Elective,Pediatrics,Dr. Clark,Alzheimer's Disease,COPD,Metformin,,165.4,105.7,38.6,126/69,90,37.3,99,348,3.06,,Kaiser Permanente,12392.3,0,1,No,None,Discharged to SNF
98784,Jessica,clark,1965-03-29,53,F,525-72-7769,7106688598,jessica.clark59@yahoo.com,7474 Washington Blvd,Memphis,NJ,64530,2018-12-22,2019-01-08,17,Urgent,Emergency,Dr. Roberts,Osteoarthritis,Anxiety Disorder,Amoxicillin,Losartan,158.1,46.4,18.6,115/65,120,38.9,98,104,0.74,6.2,Aetna,52330.66,2,1,No,None,Discharged to SNF
13734,James,harris,1978-10-09,40,F,361-94-3225,664-913-8431,james.harris32gmail.com,880 Washington Ln,Austin,MD,32841,2019-07-22,2019-08-17,26,Urgent,Psychiatry,Dr. Wilson,Anxiety Disorder,COPD,Furosemide,,154.8,98.7,41.2,128/79,111,N/A,94,216,4.72,6.2,Cigna,63074.53,0,0,1,Heavy,Deceased
46214,Christopher,Martinez,1966-04-21,55,M,170-74-8699,9806996679,,4936 Washington Dr,Boston,CT,26375,2021-05-07,2021-05-21,14,Emergency,Pediatrics,Dr. Nelson,Type 2 Diabetes,Sepsis,Albuterol,,150.3,66.9,29.6,111/79,-999,38.2,N/A,200,4.2,4.1,UNKNOWN,63275.37,1,0,No,Heavy,Home
55260,  Dorothy  ,Carter,1999-10-22,20,F,432-56-7813,8936262326,DOROTHY.CARTER54@OUTLOOK.COM,4941 Main Ln,Albuquerque,MD,83358,2020-04-04,2020-05-02,28,Emergency,ICU,Dr. Davis,Hyperlipidemia,Alzheimer's Disease,Albuterol,,190.5,73.8,N/A,N/A,100,38.0,93,253,6.07,5.0,Kaiser Permanente,48552.98,3,0,No,Occasional,Rehab Facility
60834,Anthony,Mitchell,1991-03-26,32,Male,,4563364851,NA,6642 Hill Rd,Austin,TN,27582,2023-09-10,2023-10-01,21,Routine,General Medicine,Dr. Baker,Parkinson's Disease,,Aspirin,,169.1,64.1,22.4,153/100,76,39.5,90,162,6.21,,Aetna,48721.45,0,1,Unknown,None,Discharged to SNF
11100,Karen,  Roberts  ,1954-04-18,69,M,,7532038033,,6768 Maple Rd,Boston,IN,53190,2023-04-05,2023-04-03,-2,Transfer,Orthopedics,Dr. Green,Asthma,Atrial Fibrillation,Atorvastatin,Amlodipine,163.7,104.1,38.8,,79,39.4,89,129,4.68,10.2,Anthem,64898.17,0,0,N,Heavy,Home
14045,Kevin,Gonzalez,1996-10-13,23,M,565-81-2009,667-268-3061,kevin.gonzalez90@outlook.com,4786 Lake Ln,Austin,IL,53222,2020-03-21,2020-04-12,22,Emergency,Neurology,Dr. Moore,Asthma,COPD,Amoxicillin,Albuterol,183.3,55.7,16.6,178/81,62,37.4,100,197,0.91,7.6,United Health,77337.79,4,1,,Heavy,Transferred
